"name","type","id","messages__id","messages__type","messages__date","messages__edited","messages__from","messages__from_id","messages__photo","messages__width","messages__height","messages__text","messages__text__type","messages__text__text","messages__reply_to_message_id","messages__file","messages__media_type","messages__mime_type","messages__duration_seconds","messages__thumbnail","messages__text__href","messages__forwarded_from","messages__actor","messages__actor_id","messages__action","messages__message_id"
"","","","14223","message","2020-08-14T10:53:14","2020-08-14T10:59:58","Onliner","9598013669","","","","Люди уточняют у силовиков, до какого времени можно стоять. Человек в форме говорит: ","","","14222","","","","","","","","","","",""
"","","","","","","","","","","","","","italic","«Стойте, сколько хотите»","","","","","","","","","","","",""
"","","","","","","","","","","","",". \n\nПо словам нашего корреспондента, силовики дали слово офицера, что если не будет никаких провокаций, то они не применят силу первыми.","","","","","","","","","","","","","",""
"","","","14224","message","2020-08-14T10:57:02","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1276","956","","","","14221","","","","","","","","","","",""
"","","","14225","message","2020-08-14T10:57:02","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1276","956","","","","14221","","","","","","","","","","",""
"","","","14226","message","2020-08-14T11:05:05","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1280","853","Солигорск шумит. На площади перед «Беларуськалием» массовый митинг. В 17 часов на площади возле  головного офиса собрались сотни людей. Говорят, что это самое масштабное событие за последние дни\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://realt.onliner.by/2020/08/14/soligorsk-shumit-na-ploshhadi-pered-belaruskaliem-nachalsya-massovyj-miting","","","","","","","","","","","",""
"","","","14227","message","2020-08-14T11:05:05","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1280","853","","","","","","","","","","","","","","",""
"","","","14228","message","2020-08-14T11:05:59","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","619","По сообщению наших читателей, из разных частей города в центр Минска стягивают спецтехнику.","","","","","","","","","","","","","",""
"","","","14229","message","2020-08-14T11:19:11","","Onliner","9598013669","","","","К площади подъехал водомет и дополнительный личный состав. Люди понемногу расходятся.","","","","","","","","","","","","","",""
"","","","14230","message","2020-08-14T11:27:30","","Onliner","9598013669","","1280","720","Атмосфера перед Домом правительства","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","9","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","14231","message","2020-08-14T11:31:39","2020-08-14T11:34:42","Onliner","9598013669","","","","Толпа из 1-2 тысяч человек стоит перед правым крылом Дома правительства. Они скандируют, а все остальные гуляют по площади. Люди рассредоточились: визуально их стало меньше. Часть участников акции расходится со словами «Мы завтра придем». Все боятся провокаций.","","","14230","","","","","","","","","","",""
"","","","14232","message","2020-08-14T11:38:01","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","733","Ещё немного фотографий того, как девушки обнимают силовиков на площади Независимости\n\n","","","14225","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/14/devushki-obnimayut-silovikov-na-ploshhadi-nezavisimosti","","","","","","","","","","","",""
"","","","14233","message","2020-08-14T11:38:01","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","733","","","","14225","","","","","","","","","","",""
"","","","14234","message","2020-08-14T11:38:01","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","733","","","","14225","","","","","","","","","","",""
"","","","14235","message","2020-08-14T11:38:01","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","733","","","","14225","","","","","","","","","","",""
"","","","14236","message","2020-08-14T11:38:01","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","733","","","","14225","","","","","","","","","","",""
"","","","14237","message","2020-08-14T11:38:01","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","733","","","","14225","","","","","","","","","","",""
"","","","14238","message","2020-08-14T11:38:01","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","733","","","","14225","","","","","","","","","","",""
"","","","14239","message","2020-08-14T11:43:22","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","970","485","Михаила, которого показали как одного из организаторов беспорядков, отпустили.\n\n11 августа в эфире государственных СМИ появились кадры оперативной съемки, на которых видно раздетого мужчину с синяками и с открытым лицом. По озвученной в сюжете информации, этот мужчина — один из подозреваемых, он задержан с крупной суммой денег. \n\nСегодня мужчину выпустили из ИВС на Окрестина. От комментариев он отказывается. Говорит, что хочет немного отойти от случившегося\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/14/mixaila-kotorogo-pokazali-kak-odnogo-iz-organizatorov-besporyadkov-otpustili","","","","","","","","","","","",""
"","","","14240","message","2020-08-14T11:43:22","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","938","544","","","","","","","","","","","","","","",""
"","","","14241","message","2020-08-14T12:11:52","","Onliner","9598013669","","","","Лукашенко высказался о протестах и ситуации в Минске: \n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","italic","«В очередной раз мы с вами возвращаемся к вопросам положения даже не в Беларуси, а в столице — в Минске. Не скажу, что катастрофа какая-то или уж слишком перенапряжена ситуация, но проблем хватает и вопросов хватает, которые необходимо решать. Мы сегодня уже абсолютно четко видим, что происходит. Видим сегодня действующих лиц. Как мы и говорили, заводаторами этого всего и организаторами являются люди из заграницы. В первых рядах идут люди с криминальным прошлым, притом приличным криминальным прошлым. Ну и наши - где дети, где не совсем уже дети»","","","","","","","","","","","",""
"","","","","","","","","","","","","\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/14/lukashenko-vyskazalsya-o-protestax-i-situacii-v-minske-ne-vysovyvajtes-na-ulicy","","","","","","","","","","","",""
"","","","14242","message","2020-08-14T12:30:33","","Onliner","9598013669","","","","Министры иностранных дел 27 стран Евросоюза приняли политическое решение ввести новые санкции в отношении ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","italic","""официальных лиц Белоруссии, ответственных за применение насилия и нарушение прав человека""","","","","","","","","","","","",""
"","","","","","","","","","","","","\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/14/vecher-v-minske-lyudi-sobirayutsya-v-centre-so-vsex-koncov-goroda","","","","","","","","","","","",""
"","","","14243","message","2020-08-14T12:50:49","","Onliner","9598013669","","","","32 задержанных в Беларуси россиян вернулись на родину\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/14/32-zaderzhannyx-v-belarusi-rossiyan-vernulis-na-rodinu","","","","","","","","","","","",""
"","","","14244","message","2020-08-14T13:11:45","","Onliner","9598013669","","854","480","Музыкальный протест около Оперного театра","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","122","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","14245","message","2020-08-14T13:21:46","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","825","Сегодня в Гродно тысячи людей вышли на центральную площадь города — площадь Ленина. Сюда пришли женщины в белом, протестующие работники предприятий и другие жители города. Главное требование собравшихся — честные выборы. К гродненцам вышел председатель горисполкома. Он призвал людей к спокойствию и пообещал, что в делах избитых разберутся\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/14/vecher-v-minske-lyudi-sobirayutsya-v-centre-so-vsex-koncov-goroda","","","","","","","","","","","",""
"","","","14246","message","2020-08-14T13:44:01","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","733","Репортаж с ЦИП на Окрестина, где родственники ждут освобождения родных. Там люди без остановки повторяют 3 действия: ищут в списках задержанных своих родных, распаковывают передачи и плачут. Среди этих людей есть те, кто не спит уже третьи сутки, ожидая хоть каких-нибудь новостей.\n\nМы отправили в пресс-службу ГУВД Мингорисполкома следующие вопросы:\n\n1. Сколько задержанных с 8 по 14 августа находится в ЦИП и ИВС на Окрестина?\n\n2. Почему в ЦИП и ИВС на Окрестина в камерах на 4—6 человек находятся по 50—80 задержанных?\n\n3. Почему не передают передачи? В том числе и лекарства?\n\n4. Почему родственники задержанных не могут получить информацию о задержанных?\n\n5. Почему в камерах у многих задержанных есть только горячая вода?\n\n6. Задержанные говорят, что их избивают, так как они просили есть. Почему применяется немотивированное физическое насилие?\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/14/davali-odnu-buxanku-xleba-na-84-cheloveka-reportazh-s-cip-na-okrestina-gde-rodstvenniki-zhdut-osvobozhdeniya-rodnyx","","","","","","","","","","","",""
"","","","14247","message","2020-08-14T13:44:01","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","733","","","","","","","","","","","","","","",""
"","","","14248","message","2020-08-14T13:44:01","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","733","","","","","","","","","","","","","","",""
"","","","14249","message","2020-08-14T13:44:01","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","733","","","","","","","","","","","","","","",""
"","","","14250","message","2020-08-14T13:44:01","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","733","","","","","","","","","","","","","","",""
"","","","14251","message","2020-08-14T13:44:01","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","733","","","","","","","","","","","","","","",""
"","","","14252","message","2020-08-14T14:21:19","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","970","485","МВД: пострадал 121 сотрудник милиции, возбуждено 90 уголовных дел\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/14/mvd-postradal-121-sotrudnik-milicii-vozbuzhdeno-90-ugolovnyx-del","","","","","","","","","","","",""
"","","","14253","message","2020-08-14T14:36:02","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","733","В 21:00 люди потихоньку стали расходиться от Дома правительства. Толпа идет в разные стороны. Выход из метро «Площадь Ленина» на площадь Независимости закрыт c 20:30. Об этом сообщает Twitter метро\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/14/vecher-v-minske-lyudi-sobirayutsya-v-centre-so-vsex-koncov-goroda","","","","","","","","","","","",""
"","","","14254","message","2020-08-14T15:14:53","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","733","Акция у Дома правительства завершилась. Прошла минута молчания, люди направили в небо фонарики на своих смартфонах и начали мирно расходиться.","","","14253","","","","","","","","","","",""
"","","","14255","message","2020-08-14T15:14:53","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","734","","","","14253","","","","","","","","","","",""
"","","","14256","message","2020-08-14T15:14:53","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","733","","","","14253","","","","","","","","","","",""
"","","","14257","message","2020-08-14T15:14:53","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","733","","","","14253","","","","","","","","","","",""
"","","","14258","message","2020-08-14T18:18:48","2020-08-14T18:19:45","Onliner","9598013669","(File not included. Change data exporting settings to download.)","828","665","ЕС не признал результаты выборов президента Беларуси\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/14/vecher-v-minske-lyudi-sobirayutsya-v-centre-so-vsex-koncov-goroda","","","","","","","","","","","",""
"","","","14259","message","2020-08-15T03:47:34","","Onliner","9598013669","","","","Утро субботы в Беларуси\n\n👉 Обращения Тадеуша Кондрусевича и митрополита Павла к Лукашенко\n\n👉 Азаренко высказалась в Instagram\n\n👉 Владимир Зеленский прокомментировал освобождение так называемых «вагнеровцев»\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/15/sedmoj-den-protestov","","","","","","","","","","","",""
"","","","14260","message","2020-08-15T04:20:24","","Onliner","9598013669","","848","464","На площади перед «Беларуськалием» вчера прошел массовый митинг. Шахтеры требовали вывести ОМОН из города, привлечь к ответственности всех, кто превышал полномочия и применял насилие, провести в стране новые прозрачные выборы \n\n\n","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","544","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","","","","","","","","","","","link","https://realt.onliner.by/2020/08/14/soligorsk-shumit-na-ploshhadi-pered-belaruskaliem-nachalsya-massovyj-miting","","","","","","","","","","","",""
"","","","14261","message","2020-08-15T05:00:21","","Onliner","9598013669","","720","1280","На «Пушкинской» собираются проститься с погибшим во время протестов Александром Тарайковским \n\n","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","18","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/15/aleksandr-tarajkovskiy","","","","","","","","","","","",""
"","","","14262","message","2020-08-15T05:52:54","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1280","517","Пострадавшие и задержанные рассказывают про суды и травмы \n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/15/rasskaz-cheloveka-zaderzhannogo-v-minske","","","","","","","","","","","",""
"","","","14263","message","2020-08-15T05:52:54","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1280","408","","","","","","","","","","","","","","",""
"","","","14264","message","2020-08-15T05:52:55","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1280","262","","","","","","","","","","","","","","",""
"","","","14265","message","2020-08-15T05:52:55","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1280","375","","","","","","","","","","","","","","",""
"","","","14266","message","2020-08-15T06:14:27","","Onliner","9598013669","","1080","1920","Прямо сейчас на Пушкинской.","","","14261","(File not included. Change data exporting settings to download.)","video_file","video/mp4","23","","","","","","",""
"","","","14267","message","2020-08-15T06:19:18","","Onliner","9598013669","","","","Еще весной белорусы, оказавшиеся лицом к лицу с коронавирусом, доказали, что могут все: волонтеры и неравнодушные проделали колоссальную работу по обеспечению медиков средствами индивидуальной защиты, горячими обедами, ночлегом. На этот раз нацию объединила другая беда — массовые задержания на митингах. По официальным данным, по всей стране было задержано около семи тысяч человек. Часть из них уже выпустили, но от этого не легче. Люди выходят из изоляторов избитые до синевы и рассказывают об ужасных условиях содержания: без еды, необходимого количества воды, в переполненных камерах, под постоянным психологическим прессингом. Реагируя на ситуацию, многие хотят помочь пострадавшим. Рассказываем, как это можно сделать и какие организации уже предложили свою безвозмездную помощь.\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/15/sobiraem-v-odnom-meste-vse-varianty-vzaimopomoshhi","","","","","","","","","","","",""
"","","","14268","message","2020-08-15T06:49:01","","Onliner","9598013669","","","","Александр Тарайковский пошел на митинг, его нашли в морге. Родственники утверждают, что он погиб не от взрывного устройства, а на теле есть только одна рана — в районе груди\n\n","","","14261","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/15/aleksandr-tarajkovskij-poshel-na-miting-ego-nashli-v-morge-rodstvenniki-utverzhdayut-chto-on-pogib-ne-ot-vzryvnogo-ustrojstva","","","","","","","","","","","",""
"","","","14269","message","2020-08-15T07:41:07","","Onliner","9598013669","","464","848","А вот такая колонна студентов прошла около Журфака в сторону Пушкинской.","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","95","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","14270","service","2020-08-15T07:50:06","","","","(File not included. Change data exporting settings to download.)","640","640","","","","","","","","","","","","Onliner","9598013669","edit_group_photo",""
"","","","14271","message","2020-08-15T08:35:50","2020-08-15T08:44:45","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","825","Сегодня на сайте Associated Press появился снимок, на котором видно, что напротив людей в форме МВД человек стоит на дороге. На его белой майке - большое красное пятно. В описании к снимку говорится, что вскоре на сайте появится полное видео \n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/15/associated-press-opublikovalo-snimok-s-protestov-v-minske-na-nem-chelovek-padaet-na-dorogu-s-krasnym-pyatnom-na-grudi","","","","","","","","","","","",""
"","","","14272","message","2020-08-15T09:14:13","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1280","933","Минздрав опубликовал обновленную статистику по коронавирусу в Беларуси. По данным на сегодня, 15 августа, в стране за все время зарегистрировано 69 424 случаев коронавируса. Прирост за сутки составил 116 человек\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/15/v-belarusi-uzhe-69-424-sluchaev-covid-19-plyus-116-za-sutki","","","","","","","","","","","",""
"","","","14273","message","2020-08-15T09:14:13","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1280","942","","","","","","","","","","","","","","",""
"","","","14274","message","2020-08-15T09:48:31","","Onliner","9598013669","","","","Лукашенко заступился за военнослужащих, милиционеров и их семьи: «Не надо играть с огнем!»\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/15/lukashenko-zastupilsya-za-voennosluzhashhix-milicionerov","","","","","","","","","","","",""
"","","","14275","message","2020-08-15T10:33:15","","Onliner","9598013669","","","","Претендент на участие в президентской гонке Валерий Цепкало объявлен в розыск в России. Против него возбуждено уголовное дело. Об этом пишет издание «РИА Новости» со ссылкой на базу разыскиваемых.\n\nИздание Meduza пишет, что против Валерия Цепкало в Беларуси возбуждено уголовное дело по статье о получении взятки.\n\nНа данный момент Валерий Цепкало находится за пределами Беларуси.\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/15/valerij-cepkalo-obyavlen-v-rozysk-v-rossii","","","","","","","","","","","",""
"","","","14276","message","2020-08-15T11:04:44","","Onliner","9598013669","","1280","720","Этот мужчина был задержан на протестах. Он побывал в РОВД Советского района, а затем в Жодино","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","159","","","","","","",""
"","","","14277","message","2020-08-15T11:17:55","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1280","853","У здания БТ на Макаенка собрались люди. Около 18:00 приехала Кочанова. Сейчас здесь несколько сотен человек. Появился и кандидат в президенты Дмитриев. Собравшиеся призывают белорусское телевидение говорить правду, а работников объявить забастовку \n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/15/sedmoj-den-protestov","","","","","","","","","","","",""
"","","","14278","message","2020-08-15T11:17:55","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","734","","","","","","","","","","","","","","",""
"","","","14279","message","2020-08-15T11:17:55","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","733","","","","","","","","","","","","","","",""
"","","","14280","message","2020-08-15T11:25:36","","Onliner","9598013669","","1920","1080","Митинг у здания Белтелерадиокомпании","","","14277","(File not included. Change data exporting settings to download.)","video_file","video/mp4","17","","","","","","",""
"","","","14281","message","2020-08-15T11:58:26","","Onliner","9598013669","","640","360","Видеозапись предполагаемого момента убийства Александра Тарайковского опубликовало ","","","14271","(File not included. Change data exporting settings to download.)","video_file","video/mp4","42","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","","","","","","","","","","","mention","@euroradio","","","","","","","","","","","",""
"","","","","","","","","","","",""," в своем Telegram-канале. Сообщается, что жена Тарайковского опознала на этом видео мужа.","","","","","","","","","","","","","",""
"","","","14282","message","2020-08-15T12:20:18","","Onliner","9598013669","","1280","720","В центре Минска сейчас вот так","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","18","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","14283","message","2020-08-15T12:36:02","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","733","Еще немного фото из Минска. А на последнем снимке Брест сегодня.","","","","","","","","","","","","","",""
"","","","14284","message","2020-08-15T12:36:02","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1276","956","","","","","","","","","","","","","","",""
"","","","14285","message","2020-08-15T12:36:02","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","733","","","","","","","","","","","","","","",""
"","","","14286","message","2020-08-15T12:36:02","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","619","","","","","","","","","","","","","","",""
"","","","14287","message","2020-08-15T13:08:15","","Onliner","9598013669","","464","848","Митинг у здания Белтелерадиокомпании все еще продолжается. Сейчас там вот так.","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","6","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","14288","message","2020-08-15T13:43:34","","Onliner","9598013669","","","","Вечером 11 августа в Минске были остановлены 6 мотоциклистов: 3 парней и 3 девушки. Их задержание попало на видео, многих поразила жестокость при задержании людей, которые, судя по записи, не оказывали особого сопротивления. Девушки байкеры не верят, что их задерживали сотрудники ГАИ. Нам тоже не хотелось бы в это верить  \n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://auto.onliner.by/2020/08/14/za-chto-izbivali-motociklistov","","","","","","","","","","","",""
"","","","14289","message","2020-08-16T02:23:44","","Onliner","9598013669","","640","352","Посол Беларуси в Словакии Игорь Лещеня поддержал протестующих: \n\n","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","208","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","","","","","","","","","","","italic","«Я солидарен с теми, кто вышел на улицы белорусских городов с мирными шествиями, чтобы их голос был услышан. Как уроженец города Жодино я — с вами, рабочие БелАЗа и Кузнечного завода тяжелых штамповок!»","","","","","","","","","","","",""
"","","","","","","","","","","","","\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/16/voskresene-v-belarusi","","","","","","","","","","","",""
"","","","14290","message","2020-08-16T02:31:59","","Onliner","9598013669","","","","МИД Украины: \n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","italic","«","","","","","","","","","","","",""
"","","","","","","","","","","","","Р","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","italic","езультаты выборов президента Республики Беларусь не вызывают доверия в белорусском обществе. Мы разделяем позицию, высказанную Европейским Союзом относительно выборов в Беларуси»","","","","","","","","","","","",""
"","","","","","","","","","","","","\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/16/voskresene-v-belarusi","","","","","","","","","","","",""
"","","","14291","message","2020-08-16T02:45:09","","Onliner","9598013669","","","","Важная информация: если вы или ваши родственники, близкие получили травмы различной степени тяжести во время мирных демонстраций и вам нужны лекарства, лечение, реабилитация, заполните эти формы:\n\n📍","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","Заявка","","","","","","","https://docs.google.com/forms/d/e/1FAIpQLSc1_thKpIipxRr7uvrI8bJ-HngwvH5Y_p3rnibyCpmIB5zzLg/viewform","","","","",""
"","","","","","","","","","","",""," в «ИМЕНА» на оперативную медицинскую помощь в партнерских медучреждениях и сопровождение пострадавших в лечении и реабилитации в дальнейшем.\n\n📍","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","text_link","Заявка","","","","","","","https://docs.google.com/forms/d/e/1FAIpQLSc1S_MetSIdBpBerkcKSTowmBB5MKRvM4nmP-e3fOM6I5HOzg/viewform","","","","",""
"","","","","","","","","","","",""," на выдачу единовременной материальной помощи каждому пострадавшему (инициатива BY_HELP).\n\nВы также можете позвонить на круглосуточную горячую линию по номеру ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","phone","+375 44 709-79-11","","","","","","","","","","","",""
"","","","","","","","","","","","",", и вам подскажут весь алгоритм действий.","","","","","","","","","","","","","",""
"","","","14292","message","2020-08-16T03:25:26","2020-08-16T03:41:11","Onliner","9598013669","","720","1280","В Минск едет колонна из десятков автобусов. Наш читатель насчитал 31","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","34","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","14293","message","2020-08-16T03:33:08","2020-08-16T03:41:52","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","619","Первое фото сделано недавно на Партизанском проспекте. А второе, то, как так выглядит сейчас площадь Независимости.","","","","","","","","","","","","","",""
"","","","14294","message","2020-08-16T03:33:08","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","960","1280","","","","","","","","","","","","","","",""
"","","","14295","message","2020-08-16T04:04:39","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","970","485","Такая колонна автобусов в сторону Минска была замечена возле Бобруйска\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/16/v-minsk-edut-verenicy-avtobusov","","","","","","","","","","","",""
"","","","14296","message","2020-08-16T04:04:39","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","619","","","","","","","","","","","","","","",""
"","","","14297","message","2020-08-16T04:20:50","","Onliner","9598013669","","1280","720","Трасса Минск — Гомель 11:10. Как говорит читатель, он успел снять только половину колонны","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","50","","","","","","",""
"","","","14298","message","2020-08-16T04:27:52","2020-08-16T04:29:03","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","733","В Нью-Йорке у здания Организации Объединенных Наций прошел митинг выходцев из Беларуси в поддержку соотечественников. Много людей были одеты в белое, скандировали актуальные лозунги и поднимали над головой бело-красно-белые флаги.\n\nФото: Валентин Баланович\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://people.onliner.by/2020/08/16/voskresene-v-belarusi","","","","","","","","","","","",""
"","","","14299","message","2020-08-16T04:27:52","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","733","","","","","","","","","","","","","","",""
"","","","14300","message","2020-08-16T04:27:52","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","733","","","","","","","","","","","","","","",""
"","","","14301","message","2020-08-16T04:27:52","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","733","","","","","","","","","","","","","","",""
"","","","14302","message","2020-08-16T04:27:53","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","733","","","","","","","","","","","","","","",""
"","","","14303","message","2020-08-16T04:27:53","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","733","","","","","","","","","","","","","","",""
"","","","14304","message","2020-08-16T04:28:12","","Onliner","9598013669","","","","В районе автовокзала наш журналист заметил президентский кортеж.","","","","","","","","","","","","","",""
"","","","14305","message","2020-08-16T04:30:37","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","733","Часть автобусов уже приехала в Минск","","","","","","","","","","","","","",""
"","","","14306","message","2020-08-16T04:30:37","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","733","","","","","","","","","","","","","","",""
"","","","14307","message","2020-08-16T04:30:37","","Onliner","9598013669","(File not included. Change data exporting settings to download.)","1100","733","","","","","","","","","","","","","","",""
"","","","14308","message","2020-08-16T05:03:37","","Onliner","9598013669","","720","1280","Журналистов на площадь пока не пускают. Они стоят и ждут начала митинга за оцеплением.","","","","(File not included. Change data exporting settings to download.)","video_file","video/mp4","10","(File not included. Change data exporting settings to download.)","","","","","",""
"","","","14309","message","2020-08-16T05:13:27","","Onliner","9598013669","","","","Светлана Тихановская рассказала о муже. По её словам, следственных действий с Сергеем не проводят уже больше месяца. Адвокаты передают, что он не сломался и остается позитивным и энергичным, хотя он содержится в небольшой камере, ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","italic","«треть которой занимает туалет»","","","","","","","","","","","",""
"","","","","","","","","","","","",". \n\nСветлана напомнила, что 18 августа у Сергея — день рождения. Она попросила неравнодушных отправить ему письма и открытки. А также попросила людей, от которых зависят условия содержания Тихановского в СИЗО, делать работу честно, по закону, проявить гуманность и человечность.","","","","","","","","","","","","","",""
