"name","type","id","messages__id","messages__type","messages__date","messages__edited","messages__from","messages__from_id","messages__photo","messages__width","messages__height","messages__text","messages__text__type","messages__text__text","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__forwarded_from","messages__reply_to_message_id","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen","messages__text__href"
"","","","","","","","","","","","","«Они нам подкидывают другую сторону. И требуют ни много ни мало — передать им власть. Значит, мы это расцениваем однозначно: это ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","попытка захвата власти","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," со всеми вытекающими последствиями».\n\n«Поэтому я хочу предупредить тех, кто вошел в этот штаб, что ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","мы будем принимать адекватные меры","","","","","","","","","","","","","",""
"","","","","","","","","","","","",". Но исключительно по Конституции и закону. У нас достаточно этих мер, чтобы остудить некоторые горячие головы».","","","","","","","","","","","","","","","",""
"","","","11449","message","2020-08-18T10:10:46","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","720","480","Что происходит в стране сегодня вечером?\n\nОнлайн.\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://news.tut.by/society/697162.html?tg","","","","","","","","","","","","","",""
"","","","11450","message","2020-08-18T10:18:18","","TUT.BY новости","9668803208","","1280","720","Такая атмосфера у Первомайского РУВД в Минске сегодня вечером.","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","23","","","","","","","","",""
"","","","11451","message","2020-08-18T10:22:07","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","720","480","Сергея Тихановского перевели в тюрьму в Жодино.\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://news.tut.by/economics/697168.html?tg","","","","","","","","","","","","","",""
"","","","11452","message","2020-08-18T10:26:44","","TUT.BY новости","9668803208","","1280","720","Над Могилевом замечен вертолет с красно-зеленым флагом.","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","23","","","","","","","","",""
"","","","11453","message","2020-08-18T10:30:07","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","720","480","Запускается юридический сервис помощи женщинам, пострадавшим от насилия во время протестов.\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://lady.tut.by/news/tips-lawyer/697068.html?tg","","","","","","","","","","","","","",""
"","","","11454","message","2020-08-18T10:30:55","2020-08-18T10:32:21","TUT.BY новости","9668803208","","1280","720","Режиссер БТ Вячеслав Ломоносов рассказывает о своем задержании 11 августа.\n\n— Почему меня забрали? Потому что в телефоне увидели бюллетень, где я проголосовал за Тихановскую.","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","267","","","","","","","","",""
"","","","11455","message","2020-08-18T10:36:10","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1280","781","В ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","Могилеве","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," на площади Ленина около здания облисполкома многолюдно. Здесь собрались те, кто за Лукашенко.\n\nМитинг добровольный, конечно — ведь по закону никого нельзя принуждать к участию. Правда, весь день сегодня ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","TUT.BY","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," некоторые работники организаций сообщают о том, что их заставляют ехать и угрожают увольнением за отказ.","","","","","","","","","","","","","","","",""
"","","","11456","message","2020-08-18T10:47:21","2020-08-18T10:54:28","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","720","541","А это мероприятие в поддержку Александра Лукашенко в ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","Гомеле","","","","","","","","","","","","","",""
"","","","","","","","","","","","",". Вот, например, сколько уже людей собралось на митинг.\n\nИ люди все подходят и подходят! Начало, напомним, в 18.00.","","","","","","","","","","","","","","","",""
"","","","11457","message","2020-08-18T10:48:57","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","453","604","Директора волковысского музея, который отказался подписать протокол и пропал, нашли мертвым\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://news.tut.by/society/697178.html?tg","","","","","","","","","","","","","",""
"","","","11458","message","2020-08-18T11:02:29","2020-08-18T11:09:14","TUT.BY новости","9668803208","","","","По информации, которая имеется у ","","","","","","","","","11457","","","","","","",""
"","","","","","","","","","","","","","link","TUT.BY","","","","","","","","","","","","","",""
"","","","","","","","","","","","",", смерть Константина не носит криминального характера. Обстоятельства его гибели похожи на суицид.\n\nМы ждем официального комментария СК.","","","","","","","","","","","","","","","",""
"","","","11459","message","2020-08-18T11:14:00","","TUT.BY новости","9668803208","","","","Офицер-пограничник в/ч 2141 из Гродно, капитан Александр Васько обратился к милиции и армии.\n\n«Народ высказался, теперь ваша очередь».\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://youtu.be/00xefH0OzDU","","","","","","","","","","","","","",""
"","","","11460","message","2020-08-18T11:16:39","","TUT.BY новости","9668803208","","1280","720","На митинге в поддержку власти в Могилеве развернули огромный красно-зеленый флаг. Но в какой-то момент его унес ветер.","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","16","","","","","","","","",""
"","","","11461","message","2020-08-18T11:31:47","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1280","960","Митинг в ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","Могилеве","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," продолжался ровно час. По нашим (и не только) прикидкам, было тысяч 6−7 митингующих. Перед собравшимися выступали чиновники городского и областного уровней.\n\nЧто там было — вкратце:\n\n• «Не дадим развалить страну»;\n• «Пока мы едины, мы непобедимы»;\n• «Мы все видели, что творилось в Украине».","","","","","","","","","","","","","","","",""
"","","","11462","message","2020-08-18T11:31:48","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1280","960","","","","","","","","","","","","","","","","",""
"","","","11463","message","2020-08-18T11:31:48","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1280","960","","","","","","","","","","","","","","","","",""
"","","","11464","message","2020-08-18T11:31:48","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1280","960","","","","","","","","","","","","","","","","",""
"","","","11465","message","2020-08-18T11:35:54","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","720","480","Как сообщает «Радио Свобода», в ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","Могилеве","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," автомобиль сбил участника оппозиционного митинга, который проходит возле исполкома.\n\nПо словам очевидцев, за рулем Renault была девушка. Она сначала показывала неприличные жесты, а после поехала на красный и сбила одного из участников акции. В это время другой мужчина запрыгнул на автомобиль и проехал на крыше полкилометра.\n\nСообщается, что никто не пострадал. Водитель автомобиля скрылась. На место аварии вызвали сотрудников ГАИ.","","","","","","","","","","","","","","","",""
"","","","11466","message","2020-08-18T11:45:04","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","800","Репортаж из «городка» помощи, что возник на Окрестина\n\n«Когда я услышал от них, что здесь творилось, когда увидел их раны, понял: должен быть здесь».\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://news.tut.by/society/697104.html?tg","","","","","","","","","","","","","",""
"","","","11467","message","2020-08-18T11:48:07","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","800","Лукашенко получил протестное голосование и электоральную революцию. \n\nСергей Чалый говорит про то, что будет дальше.\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://news.tut.by/economics/697010.html?tg","","","","","","","","","","","","","",""
"","","","11468","message","2020-08-18T11:49:45","","TUT.BY новости","9668803208","","","","Сейчас идет пресс-конференция Координационного совета по передаче власти. Адвокат Максим Знак три раза повторил, что захват власти не является их целью.\n\nОн говорит: «Осуществление трансфера власти — это нормально. Это всегда происходит на выборах. Мы сейчас видим, что проблемы с этим есть, и это требует мер со стороны гражданского общества».","","","","","","","","","","","","","","","",""
"","","","11469","message","2020-08-18T11:51:54","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1270","712","Александр Лукашенко заявил, что боевые подразделения белорусской армии на западной границе страны приведены в полную боевую готовность.\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://42.tut.by/697189?tg","","","","","","","","","","","","","",""
"","","","11470","message","2020-08-18T11:54:11","","TUT.BY новости","9668803208","","1280","720","В ","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","30","","","","","","","","",""
"","","","","","","","","","","","","","bold","Минске","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," на площади Независимости собралось уже несколько тысяч человек.","","","","","","","","","","","","","","","",""
"","","","11471","message","2020-08-18T11:59:10","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","800","","bold","Минск","","","","","","","","","","","","","",""
"","","","","","","","","","","","",". Люди продолжают приходить на площадь Независимости. По оценкам корреспондента ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","TUT.BY","","","","","","","","","","","","","",""
"","","","","","","","","","","","",", сейчас здесь около 2000 человек.","","","","","","","","","","","","","","","",""
"","","","11472","message","2020-08-18T11:59:10","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","800","","","","","","","","","","","","","","","","",""
"","","","11473","message","2020-08-18T11:59:10","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","800","","","","","","","","","","","","","","","","",""
"","","","11474","message","2020-08-18T12:13:03","","TUT.BY новости","9668803208","","","","","bold","Светланы Тихановской нет в составе координационного совета по передаче власти\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","Так о ней говорит доверенное лицо Ольга Ковалькова: «Она не планировала уезжать из Беларуси. Я надеюсь и уверена в том, что она в ближайшее время вернется в Беларусь. Я уверена, что ей здесь сейчас ничего не угрожает».","","","","","","","","","","","","","","","",""
"","","","11475","message","2020-08-18T12:15:19","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1280","960","","bold","Минск","","","","","","","","","","","","","",""
"","","","","","","","","","","","",". Людей на площади все больше и больше, они скандируют: «Нам не заплатили». Волонтеры поставили столы с едой и водой.","","","","","","","","","","","","","","","",""
"","","","11476","message","2020-08-18T12:15:19","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","955","694","","","","","","","","","","","","","","","","",""
"","","","11477","message","2020-08-18T12:15:19","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1280","960","","","","","","","","","","","","","","","","",""
"","","","11478","message","2020-08-18T12:25:40","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","800","МВД сообщает, что 44 задержанных на акциях протеста остаются под административным арестом.\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://news.tut.by/society/697193.html?tg","","","","","","","","","","","","","",""
"","","","11479","message","2020-08-18T12:30:20","","TUT.BY новости","9668803208","","","","","bold","Павел Латушко считает, что власть сейчас проводит итальянскую забастовку — то есть ничего не делает\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","«Я как управленец с большим стажем не могу себе представить, что когда есть кризис в стране, в обществе, когда люди массово, сотнями тысяч выходят на улицы, представляют свое мнение, экономика находится под угрозой. А чиновники просто прогуливаются по улицам, ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","не предпринимают никаких реальных действий","","","","","","","","","","","","","",""
"","","","","","","","","","","","",", не появляются в тех учреждениях, где возникают конфликтные ситуации».","","","","","","","","","","","","","","","",""
"","","","11480","message","2020-08-18T12:34:24","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","800","","bold","Минск","","","","","","","","","","","","","",""
"","","","","","","","","","","","",". Тем временем на площади Независимости в столице уже около 10 000 человек.","","","","","","","","","","","","","","","",""
"","","","11481","message","2020-08-18T12:34:24","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","800","","","","","","","","","","","","","","","","",""
"","","","11482","message","2020-08-18T12:34:24","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","800","","","","","","","","","","","","","","","","",""
"","","","11483","message","2020-08-18T12:34:24","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","800","","","","","","","","","","","","","","","","",""
"","","","11484","message","2020-08-18T12:51:57","2020-08-18T12:52:13","TUT.BY новости","9668803208","","1280","720","Так выглядит митинг сторонников Лукашенко в Могилеве\n\nОни скандируют «Батька, Родина, Беларусь!»","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","91","","","","","","","","",""
"","","","11485","message","2020-08-18T12:56:14","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1280","853","А так выглядел митинг сторонников власти в Гомеле. Флаги там можно было увидеть самые разные.","","","","","","","","","","","","","","","",""
"","","","11486","message","2020-08-18T12:56:15","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1280","853","","","","","","","","","","","","","","","","",""
"","","","11487","message","2020-08-18T12:56:15","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1280","853","","","","","","","","","","","","","","","","",""
"","","","11488","message","2020-08-18T12:56:15","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1280","853","","","","","","","","","","","","","","","","",""
"","","","11489","message","2020-08-18T12:56:15","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1280","853","","","","","","","","","","","","","","","","",""
"","","","11490","message","2020-08-18T12:56:15","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1280","853","","","","","","","","","","","","","","","","",""
"","","","11491","message","2020-08-18T12:56:15","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1280","853","","","","","","","","","","","","","","","","",""
"","","","11492","message","2020-08-18T13:04:17","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","720","480","Раненые во время акций протеста рассказали о том, что пережили.\n\n«Из легкого достали пулю. Врачи говорили, что она могла попасть в сердце».\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://news.tut.by/society/697092.html?tg","","","","","","","","","","","","","",""
"","","","11493","message","2020-08-18T13:11:13","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","800","Возле Дома правительства в ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","Минске","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," люди поддерживают бастующих. Они скандируют «МЗКТ», «БЕЛАЗ», «БМЗ».","","","","","","","","","","","","","","","",""
"","","","11494","message","2020-08-18T13:17:54","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","720","Что говорят люди, которые подали в СК заявления о жестоких действиях силовиков.\n\n«Сотрудник молча отрезал мне волосы и начал бить дубинкой, в основном по ногам — ударов 10−15».\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://news.tut.by/society/697194.html?tg","","","","","","","","","","","","","",""
"","","","11495","message","2020-08-18T13:25:02","","TUT.BY новости","9668803208","","1280","720","Атмосфера на площади Независимости сегодня вечером.\n\nЛюди скандируют «Трибунал» и «МТЗ».","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","57","","","","","","","","",""
"","","","11496","message","2020-08-18T13:34:30","2020-08-18T13:34:43","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","799","Павел Латушко: «Я как прикорытник и госслужащий знаю изнутри функционирование системы».\n\n«Нашей страной фактически руководят представители силовых структур, прежде всего, КГБ».\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://news.tut.by/economics/697191.html?tg","","","","","","","","","","","","","",""
"","","","11497","message","2020-08-18T13:42:45","","TUT.BY новости","9668803208","","1280","720","На площади Независимости зажгли тысячи фонариков. Люди кричат «Уходи».","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","37","","","","","","","","",""
"","","","11498","message","2020-08-18T13:49:55","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","800","В ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","Гродно","","","","","","","","","","","","","",""
"","","","","","","","","","","",""," на площади Ленина очередной мирный митинг снова собрал около 15−20 тысяч человек. \n\nОн отличается от предыдущих тем, что на площади стоит большая стационарная сцена, а между протестующими выступают артисты. А еще, представляете, какой-то частник бесплатно привез и увезет биотуалеты!\n\nАктивисты рассказали, что все городские требования, которые были озвучены местной власти, она выполнила. Остались только общереспубликанские, первое из которых — отставка Александра Лукашенко.","","","","","","","","","","","","","","","",""
"","","","11499","message","2020-08-18T13:49:55","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1280","853","","","","","","","","","","","","","","","","",""
"","","","11500","message","2020-08-18T13:49:55","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","800","","","","","","","","","","","","","","","","",""
"","","","11501","message","2020-08-18T13:49:55","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","800","","","","","","","","","","","","","","","","",""
"","","","11502","message","2020-08-18T14:12:09","","TUT.BY новости","9668803208","","1280","720","В Гомеле встретились участники двух разных митингов — одни вышли за Александра Лукашенко, другие против него.","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","35","","","","","","","","",""
"","","","11503","message","2020-08-18T14:21:44","2020-08-18T14:21:56","TUT.BY новости","9668803208","","1280","720","На этом видео участников митинга за Лукашенко учат, что кричать.\n\n«Батька вперед, с тобою народ».","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","64","","","","","","","","",""
"","","","11504","message","2020-08-18T14:24:31","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","800","","bold","Минск","","","","","","","","","","","","","",""
"","","","","","","","","","","","",". Люди начали потихоньку расходиться с площади Независимости, скандируя: «Мы пришли бесплатно»","","","","","","","","","","","","","","","",""
"","","","11505","message","2020-08-18T14:51:02","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1271","905","","bold","Минск","","","","","","","","","","","","","",""
"","","","","","","","","","","","",". На площадь Независимости пришли четыре силовика. Через громкоговоритель они призвали протестующих оставить за собой порядок. \n\nЛюди в ответ попросили их оставить за собой порядок, когда те будут покидать страну. Протестующие расходятся, скандируя: «Каждый день!», «Трибунал!», «До конца!»","","","","","","","","","","","","","","","",""
"","","","11506","message","2020-08-18T15:00:10","2020-08-18T15:05:30","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","800","Вот каким сегодня вечером был ","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","bold","Брест","","","","","","","","","","","","","",""
"","","","","","","","","","","","",".","","","","","","","","","","","","","","","",""
"","","","11507","message","2020-08-18T15:00:10","2020-08-18T15:05:41","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","800","","","","","","","","","","","","","","","","",""
"","","","11508","message","2020-08-18T15:00:10","2020-08-18T15:05:49","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","800","","","","","","","","","","","","","","","","",""
"","","","11509","message","2020-08-18T15:00:10","2020-08-18T15:05:58","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","800","","","","","","","","","","","","","","","","",""
"","","","11510","message","2020-08-18T15:02:55","2020-08-18T15:03:46","TUT.BY новости","9668803208","","1280","720","Два разных митинга друг напротив друга в ","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","95","","","","","","","","",""
"","","","","","","","","","","","","","bold","Гомеле","","","","","","","","","","","","","",""
"","","","","","","","","","","","",": одни кричат «За батьку», другие — «Жыве Беларусь».","","","","","","","","","","","","","","","",""
"","","","11511","message","2020-08-18T15:09:32","2020-08-18T15:10:44","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","799","Лукашенко сегодня озвучил программу координационного совета и начал с ней спорить. \n\nПравда, в совете никто не знает, что это за программа.\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://news.tut.by/economics/697202.html?tg","","","","","","","","","","","","","",""
"","","","11512","message","2020-08-18T15:36:46","","TUT.BY новости","9668803208","","1280","720","— Я смотрю на это все, и у меня слезы на глаза наворачиваются: белорусы так истосковались по свободе! Мне 80 лет, я не думал, что доживу до такого.\n\nЭмоциональный монолог участника митинга в Минске на площади Независимости.","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","119","Выборы видишь? | TUT.BY Политика","","","","","","","",""
"","","","11513","message","2020-08-18T16:50:55","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1067","800","В Могилеве прошли два митинга — за и против Лукашенко. \n\nМы задали сторонникам и противникам по три одинаковых вопроса.\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://news.tut.by/society/697159.html?tg","","","","","","","","","","","","","",""
"","","","11514","message","2020-08-19T01:31:16","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","720","540","19-летний парень из Могилева в больнице после задержания силовиками.\n\n«Врачи сказали: еще 2 мм — и смерть». \n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://news.tut.by/society/697107.html?tg","","","","","","","","","","","","","",""
"","","","11515","message","2020-08-19T01:44:40","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","800","Тихановская призвала Европу не признавать выборы в Беларуси\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://news.tut.by/economics/697226.html?tg","","","","","","","","","","","","","",""
"","","","11516","message","2020-08-19T02:11:27","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1280","719","ОМОН разогнал людей у проходной МТЗ. Что происходит у предприятия\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://finance.tut.by/news697224.html?tg","","","","","","","","","","","","","",""
"","","","11517","message","2020-08-19T03:13:20","2020-08-19T03:13:23","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","800","Купаловский театр заблокирован, сотрудники и актеры не могут попасть в здание\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://news.tut.by/culture/697237.html?tg","","","","","","","","","","","","","",""
"","","","11518","message","2020-08-19T03:25:30","","TUT.BY новости","9668803208","","","","Ситуация в Купаловском: По информации актеров, в театре появились люди в специальных костюмах для санобработки. Они вскрыли все кабинеты и гримерки.\n\nПри попытках попасть на работу сотрудникам театра отказывают в объяснениях и выталкивают за двери.","","","","","","","","","11517","","","","","","",""
"","","","11519","message","2020-08-19T03:27:21","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","800","Шахтеры «Беларуськалия» обсуждают забастовку на площади\n\n«Ряды бастующих редеют под беспрецедентным давлением руководства».\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://news.tut.by/society/697229.html?tg","","","","","","","","","","","","","",""
"","","","11520","message","2020-08-19T03:35:36","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1280","960","Митинги в поддержку Лукашенко и ОМОН у проходной МТЗ. Что происходит в стране в 11-й день протестов. Онлайн\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://news.tut.by/society/697232.html?tg","","","","","","","","","","","","","",""
"","","","11521","message","2020-08-19T03:44:21","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","800","Журналистку из ЕС ранили на протесте в Беларуси. После двух дней в госпитале она написала об этом\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://news.tut.by/society/697153.html?tg","","","","","","","","","","","","","",""
"","","","11522","message","2020-08-19T03:59:26","2020-08-19T04:03:45","TUT.BY новости","9668803208","","1280","720","","bold","Минск","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","86","","","","","","","","",""
"","","","","","","","","","","","",". Режиссер Белтелерадиокомпании Алена Мартиновская рассказала, что сегодня ее не пустили на работу. Вероятно, из-за коллективного обращения к руководству, которое она подписала. Также девушка рассказала о российских специалистах, которые сейчас работают на БТ.","","","","","","","","","","","","","","","",""
"","","","11523","message","2020-08-19T04:23:42","2020-08-19T04:23:48","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","900","600","ГПК сообщил, что иностранные журналисты под видом туристов пытались въехать в Беларусь. Но их «истинные цели» раскрыли и в страну не пустили.\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://news.tut.by/society/697247.html?tg","","","","","","","","","","","","","",""
"","","","11524","message","2020-08-19T04:35:15","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","868","800","В госпитале умер мужчина из Бреста, в которого силовики выстрелили на протестах. Ему было 43 года\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://news.tut.by/society/697248.html?tg","","","","","","","","","","","","","",""
"","","","11525","message","2020-08-19T05:03:52","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","800","Медики обратились с открытым письмом к Минздраву\n\n«Травмы описываются совершенно одинаково — ""избили ОМОНовцы""»\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://news.tut.by/society/697241.html?tg","","","","","","","","","","","","","",""
"","","","11526","message","2020-08-19T05:09:50","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","799","Что говорят бастующие сотрудники БТ о «российских специалистах», которыми их заменяют \n\n«Наши ребята говорят, будет соцпакет и зарплата в 5 тысяч рублей».\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://news.tut.by/society/697252.html?tg","","","","","","","","","","","","","",""
"","","","11527","message","2020-08-19T05:29:30","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1280","960","","bold","Минск","","","","","","","","","","","","","",""
"","","","","","","","","","","","",". Около сотни человек собралось у входа в главный корпус БГУ. Пошел сильный дождь — собравшиеся спустились в подземный переход. Сотрудники и студенты подписывают петицию в связи с нарушением гражданских и политических прав. Среди требований: отставка Александра Лукашенко и главы ЦИК Лидии Ермошиной, проведение новых выборов, а также — остановить насилие и привлечь к ответственности виновных в пытках и издевательствах, освободить политических заключённых. Пока идет сбор подписей.","","","","","","","","","","","","","","","",""
"","","","11528","message","2020-08-19T05:29:30","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1280","960","","","","","","","","","","","","","","","","",""
"","","","11529","message","2020-08-19T05:45:20","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","1200","800","Алексей Петкевич — врач-эндоскопист, десять лет он проработал в Республиканском клиническом медицинском центре Управления делами президента. \n\nСейчас он уволился в знак протеста: «Мой народ унизили и растерзали». \n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://news.tut.by/society/697071.html?tg","","","","","","","","","","","","","",""
"","","","11530","message","2020-08-19T05:56:15","","TUT.BY новости","9668803208","(File not included. Change data exporting settings to download.)","665","380","Лукашенко сегодня: «С этими митингующими мы разберемся».  \n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://news.tut.by/economics/697268.html?tg","","","","","","","","","","","","","",""
