"name","type","id","messages__id","messages__type","messages__date","messages__from","messages__from_id","messages__text","messages__text__type","messages__text__text","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen","messages__forwarded_from","messages__photo","messages__width","messages__height","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__reply_to_message_id","messages__edited","messages__text__href","messages__title"
"","","","4684","message","2020-08-14T01:08:59","Работаем с Пушкиным!","9712980906","‼️ Что рассказывают освобожденные из Окрестина.\n\n«Красили волосы краской. Ножом выстригали волосы. Пытали электрошокером».","","","","","","","","","","","640","360","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","603","","","",""
"","","","4685","message","2020-08-14T01:59:25","Работаем с Пушкиным!","9712980906","Уволилась выпускающий редактор БелТА (государственный сайт) Татьяна Петручик.","","","","","","","","","","(File not included. Change data exporting settings to download.)","750","1105","","","","","","","","",""
"","","","4686","message","2020-08-14T02:51:40","Работаем с Пушкиным!","9712980906","Пост у Урганта в Instagram.","","","","","","","","","","(File not included. Change data exporting settings to download.)","1280","735","","","","","","","","",""
"","","","4688","message","2020-08-14T04:01:01","Работаем с Пушкиным!","9712980906","Антон Лапенко про Беларусь.","","","","","","","","","","(File not included. Change data exporting settings to download.)","722","1280","","","","","","","","",""
"","","","4689","message","2020-08-14T04:07:27","Работаем с Пушкиным!","9712980906","«Вы украли наше будущее!» и «Верните голоса!»\n\nБелорусские выпускники продолжают приносить к своим школам грамоты/дневники. \n\nНа видео 33 гимназия в Минске.","","","","","","","","","","","720","1280","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","10","","","",""
"","","","4690","message","2020-08-14T04:37:28","Работаем с Пушкиным!","9712980906","","bold","Лукашенко: «Я, пока живой и не за границей, как тут некоторые наши уважаемые ""свядомыя"" раскручивают».","","","","","","","","","","","","","","","","","","",""
"","","","4691","message","2020-08-14T04:40:51","Работаем с Пушкиным!","9712980906","Автора канала The Люди арестовали в Беларуси.\n\nЕго удалось найти в списках задержанных во время митингов. Также некоторе люди подтверждают, что сидели с ним в ЦИП. \n\nСвязи с ним нет с 10 числа.","","","","","","","","","","(File not included. Change data exporting settings to download.)","1224","824","","","","","","","","",""
"","","","4692","message","2020-08-14T04:44:00","Работаем с Пушкиным!","9712980906","Он на свободе!\n\n Пост опубликован 1 час назад.","","","","","","","","","","(File not included. Change data exporting settings to download.)","1280","929","","","","","","4691","","",""
"","","","4693","message","2020-08-14T05:26:02","Работаем с Пушкиным!","9712980906","Начали все срывать.","","","","","","","","","","","720","1280","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","15","4689","","",""
"","","","4694","message","2020-08-14T05:26:03","Работаем с Пушкиным!","9712980906","","","","","","","","","","","","720","1280","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","6","4689","","",""
"","","","4695","message","2020-08-14T05:31:34","Работаем с Пушкиным!","9712980906","","bold","МВД открывается «горячая линия» для информирования граждан о местонахождении лиц, задержанных за участие в несанкционированных мероприятиях\n\n","","","","","","","","","","","","","","","","","2020-08-14T05:31:45","",""
"","","","","","","","","В 14.00 в МВД Беларуси открывается «горячая линия», по телефонам которой можно узнать о местонахождении граждан, задержанных за участие в несанкционированных массовых мероприятиях по стране. Вы можно оставить контактную информацию для обратной связи в случае, если гражданина нет в списках.\n\n\n","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Телефоны для уточнения информации по г.Минску:\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","📞 (017) 218-73-92\n📞 (017) 218-73-40\n📞 (017) 239-43-84\n\n","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Телефоны для уточнения информации по Брестской области:\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","📞","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold"," ","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","(0162) 20-55-87\n\n","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Телефоны для уточнения информации по Витебской области:\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","📞 (0212) 24-03-29\n\n","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Телефоны для уточнения информации по Гомельской области:\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","📞 102\n\n","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Телефоны для уточнения информации по Гродненской области:\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","📞 (0152) 797220, 102\n\n","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Телефоны для уточнения информации по Минской области:\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","📞 (01795) 5-24-32, 102\n\n","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Телефоны для уточнения информации по Могилевской области:\n","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","📞 102","","","","","","","","","","","","","","","","","","","","",""
"","","","4696","message","2020-08-14T05:51:41","Работаем с Пушкиным!","9712980906","Лукашенко о призывах к забастовкам на предприятиях.","","","","","","","","","","","1280","720","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","155","","","",""
"","","","4697","message","2020-08-14T06:07:05","Работаем с Пушкиным!","9712980906","По Минску ездят вот такие грузовики.","","","","","","","","","","(File not included. Change data exporting settings to download.)","1100","733","","","","","","","","",""
"","","","4698","message","2020-08-14T06:07:06","Работаем с Пушкиным!","9712980906","","","","","","","","","","","(File not included. Change data exporting settings to download.)","1100","733","","","","","","","","",""
"","","","4699","message","2020-08-14T06:07:06","Работаем с Пушкиным!","9712980906","","","","","","","","","","","(File not included. Change data exporting settings to download.)","1100","733","","","","","","","","",""
"","","","4700","message","2020-08-14T06:07:06","Работаем с Пушкиным!","9712980906","","","","","","","","","","","(File not included. Change data exporting settings to download.)","1100","733","","","","","","","","",""
"","","","4701","message","2020-08-14T06:07:15","Работаем с Пушкиным!","9712980906","Ситуация в Беларуси следующая","","","","","","","","","Чай з малинавым варэннем","","640","400","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","7","","","",""
"","","","4702","message","2020-08-14T06:50:31","Работаем с Пушкиным!","9712980906","Появился список получивших «сутки» 12 августа и только по Минску.\n\n В нем опять более 500 фамилий. ","","","","","","","","","","(File not included. Change data exporting settings to download.)","1280","754","","","","","","","","",""
"","","","","","","","","","link","https://news.tut.by/society/696669.html?tg","","","","","","","","","","","","","","","","","","",""
"","","","4703","message","2020-08-14T07:04:58","Работаем с Пушкиным!","9712980906","‼️ ЦИК огласил окончательные итоги выборов.\n\n За Лукашенко проголосовало 80,1%, за Тихановскую -10,1%","","","","","","","","","","","","","","","","","","","2020-08-14T07:05:49","",""
"","","","4704","message","2020-08-14T08:37:53","Работаем с Пушкиным!","9712980906","Метро в Минске. Сейчас.","","","","","","","","","","","1280","720","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","21","","","",""
"","","","4705","message","2020-08-14T09:03:24","Работаем с Пушкиным!","9712980906","Обращение Павла Латушко возле Купаловского театра\n\n""Я горжусь, что я белорус""","","","","","","","","","TUT.BY новости","","1280","720","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","103","","","",""
"","","","4706","message","2020-08-14T09:13:10","Работаем с Пушкиным!","9712980906","Работники МТЗ вышли колонной в город. Они кричат «Уходи!»","","","","","","","","","TUT.BY новости","","1280","720","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","104","","","",""
"","","","4707","message","2020-08-14T11:55:02","Работаем с Пушкиным!","9712980906","Военный разговаривает с протестующими возле Дома правительства.\n\n«Если будете вести себя мирно, все будет нормально».","","","","","","","","","TUT.BY новости","","1280","720","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","100","","","",""
"","","","4708","message","2020-08-14T12:01:23","Работаем с Пушкиным!","9712980906","Лукашенко об уличных беспорядках: успокоиться и дать нам навести порядок\n\n ""В очередной раз мы с вами возвращаемся к вопросам положения даже не в Беларуси, а в столице - в Минске. Не скажу, что катастрофа какая-то или уж слишком перенапряжена ситуация, но проблем хватает и вопросов хватает, которые необходимо решать. Мы сегодня уже абсолютно четко видим, что происходит. Видим сегодня действующих лиц. Как мы и говорили, заводаторами этого всего и организаторами являются люди из заграницы. В первых рядах идут люди с криминальным прошлым, притом приличным криминальным прошлым. Ну и наши - где дети, где не совсем уже дети"".","","","","","","","","","","","","","","","","","","","","",""
"","","","4710","message","2020-08-14T14:22:01","Работаем с Пушкиным!","9712980906","Считаю это фото дня. \n\nНадеюсь, так будет и дальше.","","","","","","","","","","(File not included. Change data exporting settings to download.)","1100","733","","","","","","","","",""
"","","","4711","message","2020-08-14T14:40:17","Работаем с Пушкиным!","9712980906","В Лиде милиция тоже сигналит!","","","","","","","","","","","1280","720","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","18","","","",""
"","","","4712","message","2020-08-14T14:41:48","Работаем с Пушкиным!","9712980906","","","","Белорусы, вы боитесь сейчас гулять вечером по городу? (я сейчас не про акции, обычная прогулка как месяц назад)","False","32852","Да","0","False","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","Нет","0","False","","","","","","","","","","","","",""
"","","","4713","message","2020-08-14T14:42:40","Работаем с Пушкиным!","9712980906","","","","Из-за чего вы боитесь гулять?","False","31258","Из-за силовиков","0","False","","","","","","","","","","4712","","",""
"","","","","","","","","","","","","","","Из-за акций","0","False","","","","","","","","","","","","",""
"","","","4714","message","2020-08-14T14:49:53","Работаем с Пушкиным!","9712980906","","","","Вы находитесь сейчас в Беларуси? (опрос, чтоб понять, кто голосует в моих опросах)","False","33161","Я сейчас в Беларуси","0","False","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","Я сейчас НЕ в Беларуси","0","False","","","","","","","","","","","","",""
"","","","4715","message","2020-08-14T15:00:20","Работаем с Пушкиным!","9712980906","Максимально страшные фотографии.\n\nНО ЭТО НУЖНО УВИДЕТЬ КАЖДОМУ БЕЛОРУСУ \n\n","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","https://news.tut.by/society/696687.html","","","","","","","","","","","","","","","","","","",""
"","","","4716","message","2020-08-14T15:11:29","Работаем с Пушкиным!","9712980906","Минск, посмотри в окно!","","","","","","","","","","","","","","","","","","","","",""
"","","","4717","message","2020-08-14T16:11:30","Работаем с Пушкиным!","9712980906","Белорусы — самые крутые!\n\nСтанция метро Пушкинская, прямо сейчас.","","","","","","","","","","(File not included. Change data exporting settings to download.)","720","540","","","","","","","","",""
"","","","4718","message","2020-08-14T17:09:10","Работаем с Пушкиным!","9712980906","","bold","Чтобы не было фейков.","","","","","","","","(File not included. Change data exporting settings to download.)","800","600","","","","","","","","",""
"","","","","","","","","\n\nЕсли что, на Пушкинской девушке стало плохо, ее привели в чувства волонтеры Красного креста. На место вызвали скорую.","","","","","","","","","","","","","","","","","","","","",""
"","","","4719","message","2020-08-15T01:41:27","Работаем с Пушкиным!","9712980906","Найди время и посмотрите. ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","https://youtu.be/SqKotztzZnU","","","","","","","","","","","","","","","","","","",""
"","","","4720","message","2020-08-15T03:22:20","Работаем с Пушкиным!","9712980906","Пострадавшие от действий силовиков в БСМП Минска.\n\n‼️ ","","","","","","","","","TUT.BY новости","","640","360","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","839","","","",""
"","","","","","","","","","bold","ПОКАЖИТЕ ЭТО ВИДЕО ВСЕМ","","","","","","","","","","","","","","","","","","",""
"","","","4721","message","2020-08-15T05:19:44","Работаем с Пушкиным!","9712980906","Лукашенко: Мы видим, что происходит. Нас убаюкивать не надо мирными акциями и демонстрациями. Мы видим, что в глубине происходит. Мы очень хорошо это видим. И потом, мы же методички читали цветных революций. Более того, к методичкам цветных революций (это особенность, об этом мы будем говорить сегодня в Минобороны в Центре стратегического управления) уже появились элементы внешнего вмешательства.","","","","","","","","","","","","","","","","","","","","",""
"","","","4722","message","2020-08-15T05:21:30","Работаем с Пушкиным!","9712980906","Макс Корж сегодня приехал к изолятору на Окрестина.","","","","","","","","","","(File not included. Change data exporting settings to download.)","540","720","","","","","","","","",""
"","","","4723","message","2020-08-15T05:29:52","Работаем с Пушкиным!","9712980906","Лукашенко собирается позвонить Путину.","","","","","","","","","","","1280","720","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","93","","","",""
"","","","4724","message","2020-08-15T05:34:53","Работаем с Пушкиным!","9712980906","Корж на Окрестина.","","","","","","","","","","","272","528","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","21","4722","","",""
"","","","4725","message","2020-08-15T05:35:54","Работаем с Пушкиным!","9712980906","Станция метро Пушкинская сейчас.\n\nФото: Ольга Шукайло / ","","","","","","","","","TUT.BY новости","(File not included. Change data exporting settings to download.)","1200","800","","","","","","","","",""
"","","","","","","","","","link","TUT.BY","","","","","","","","","","","","","","","","","","",""
"","","","4726","message","2020-08-15T05:35:54","Работаем с Пушкиным!","9712980906","","","","","","","","","","TUT.BY новости","(File not included. Change data exporting settings to download.)","1200","800","","","","","","","","",""
"","","","4727","message","2020-08-15T05:37:12","Работаем с Пушкиным!","9712980906","Минск, станция метро Пушкинская. Люди прощаются с убитым на протестах Александром Тарайковским.","","","","","","","","","","","1920","1080","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","74","","","",""
"","","","4728","message","2020-08-15T05:46:13","Работаем с Пушкиным!","9712980906","Пушкинская с высоты.","","","","","","","","","","(File not included. Change data exporting settings to download.)","1280","720","","","","","","","","",""
"","","","4729","message","2020-08-15T05:46:43","Работаем с Пушкиным!","9712980906","Макс Корж сейчас на Пушкинской.","","","","","","","","","","(File not included. Change data exporting settings to download.)","1200","800","","","","","","","","",""
"","","","4730","message","2020-08-15T05:49:37","Работаем с Пушкиным!","9712980906","Людей очень много.","","","","","","","","","","(File not included. Change data exporting settings to download.)","960","720","","","","","","4728","","",""
"","","","4731","message","2020-08-15T06:00:28","Работаем с Пушкиным!","9712980906","","","","","","","","","","","(File not included. Change data exporting settings to download.)","960","1280","","","","","","4729","","",""
"","","","4732","message","2020-08-15T06:23:30","Работаем с Пушкиным!","9712980906","Макс Корж — о протестах в Беларуси.","","","","","","","","","","","640","360","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","350","","","",""
"","","","4733","message","2020-08-15T06:30:03","Работаем с Пушкиным!","9712980906","","bold","Сотрудника TUT.BY задержали за видео с мирных протестов.","","","","","","","TUT.BY новости","(File not included. Change data exporting settings to download.)","1200","800","","","","","","","","",""
"","","","","","","",""," \n\nЕму сломали ребро и разбили голову. ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","https://news.tut.by/society/696376.html?tg","","","","","","","","","","","","","","","","","","",""
"","","","4734","message","2020-08-15T06:39:06","Работаем с Пушкиным!","9712980906","Минск, метро Пушкинская. Парень вышел на дорогу и баллончиком пишет цифру 3.","","","","","","","","","Выборы видишь? | TUT.BY Политика","","1280","720","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","30","","","",""
"","","","4735","message","2020-08-15T06:59:42","Работаем с Пушкиным!","9712980906","Корж еще высказался.","","","","","","","","","","","400","400","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","168","","","",""
"","","","4736","message","2020-08-15T07:23:54","Работаем с Пушкиным!","9712980906","Беларусь, наши дни.","","","","","","","","","","(File not included. Change data exporting settings to download.)","1280","960","","","","","","","","",""
"","","","4737","message","2020-08-15T07:45:00","Работаем с Пушкиным!","9712980906","«С Тимуром мы вчера успели поговорить, при слове „милиция“ у него начинается паническая атака, ему палкой выкалывали глаза».\n\n","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","https://news.tut.by/society/695851.html","","","","","","","","","","","","","","","","","","",""
"","","","4738","message","2020-08-15T08:07:02","Работаем с Пушкиным!","9712980906","‼️ ","","","","","","","","","","","","","","","","","","","2020-08-15T08:07:40","",""
"","","","","","","","","","bold","Люди, прошу, расскажите про этот ужас, что происходит в стране, своим родителям и бабушкам. \n\nПокажите видео. Расскажите словами.","","","","","","","","","","","","","","","","","","",""
"","","","4741","message","2020-08-15T09:50:45","Работаем с Пушкиным!","9712980906","","bold","Офицер СК Игорь Лобан","","","","","","","TUT.BY новости","","1280","720","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","92","","","",""
"","","","","","","",""," вчера в своем Instagram открыто выступил против насилия силовиков по отношению к мирным демонстрантам. Там же он обратился к министру внутренних дел Юрию Караеву, напомнив ему об уголовной ответственности. Сегодня он с тысячами протестующих пришел на центральную площадь ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Гродно","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",".","","","","","","","","","","","","","","","","","","","","",""
"","","","4742","message","2020-08-15T09:52:01","Работаем с Пушкиным!","9712980906","Комсомольская Правда в Беларуси. Уже в продаже.\n\nКупите и принесите ее своей бабушке.","","","","","","","","","","(File not included. Change data exporting settings to download.)","956","1276","","","","","","","","",""
"","","","4743","message","2020-08-15T10:14:51","Работаем с Пушкиным!","9712980906","","bold","Основатель телеграм-канала NEXTA Степан Путило и экс-кандидат в президенты Беларуси Валерий Цепкало объявлены в России в розыск — РИА Новости","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",".","","","","","","","","","","","","","","","","","","","","",""
"","","","4744","message","2020-08-15T11:24:07","Работаем с Пушкиным!","9712980906","‼️‼️‼️ Момент гибели мирного демонстранта. По видео видно, что мужчина раскидывает руки перед боевиками — и у него ","","","","","","","","","","","1280","720","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","42","","","",""
"","","","","","","","","","bold","нет никакой бомбы","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",", как уверяет МВД.","","","","","","","","","","","","","","","","","","","","",""
"","","","4745","message","2020-08-15T12:37:57","Работаем с Пушкиным!","9712980906","Площадь Независимости в Минске. Сейчас.","","","","","","","","","","(File not included. Change data exporting settings to download.)","1276","956","","","","","","","","",""
"","","","4746","message","2020-08-15T12:51:37","Работаем с Пушкиным!","9712980906","АААААААААААААА","","","","","","","","","","","1280","720","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","12","","","",""
"","","","4747","message","2020-08-15T13:02:34","Работаем с Пушкиным!","9712980906","‼️‼️‼️ ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Лукашенко заявил, что договорился с Путиным","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","\n\n«Когда речь идет о военной составляющей, у нас есть договор с Российской Федерацией в рамках Союзного государства и ОДКБ. Как раз ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","эти моменты подходят под этот договор","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","».\n\n«И мы с ним договорились: при первом же нашем запросе ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","будет оказана всесторонняя помощь","","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," по обеспечению безопасности Республики Беларусь».","","","","","","","","","","","","","","","","","","","","",""
"","","","4748","message","2020-08-15T13:15:29","Работаем с Пушкиным!","9712980906","Телеканал ОНТ показал акцию протеста и плакат «Уходи!»","","","","","","","","","","(File not included. Change data exporting settings to download.)","572","592","","","","","","","","",""
"","","","4750","message","2020-08-15T14:40:14","Работаем с Пушкиным!","9712980906","10 ПРИЧИН ПОЧЕМУ НЕ БУДЕТ ВТОРЖЕНИЯ РОССИИ\n\nЛукашенко заявил, что получит от Москвы «при первом же нашем запросе всестороннюю помощь по обеспечению безопасности Республики Беларусь», и упомянул ОДКБ в связи с этим. А теперь подробно, почему я не верю в эту страшилку. \n\n👉 Россия не спасает падающие режимы войсками. Вывезти лидера – да, спасать режим, у которого не осталось базы поддержки – нет. \n\nЕдинственное исключение – Сирия, но там уже была гражданская война, и российские войска не оккупировали территорию, в основном работали через авиаудары. Кого у нас бомбить? Цеха МТЗ и Белаза? Или бастующую Белтелерадиокомпанию?\n\n👉 Белорусы не хотят внешней интервенции и не хотят в состав России. Вот самый свежий ","","","","","","","","","Shraibman","","","","","","","","","","","",""
"","","","","","","","","","text_link","опрос Академии наук","","","","","","","","","","","","","","","","","","https://socio.bas-net.by/dinamika-otsenok-vneshnepoliticheskih-vektorov-belarusi-po-dannym-monitoringovyh-issledovanij-instituta-sotsiologii-nan-belarusi/",""
"","","","","","","","",": за вступление в состав РФ – меньше 7%. За более тесный союз – меньше 25%. Остальные за дружбу независимых стран. Беларусь не Крым, который типа просил его спасать от фашистов. Тут розочек не будет. \n\n👉 Народ, который не просит его спасать, придется удерживать большой силой. Оккупационные войска в десятки тысяч человек. А если начнется партизанщина, которая почти неизбежна в таком случае и на таком общественном подъеме – сотни тысяч. И тысячи жертв. Более нежного пути просто нет.\n\n👉 Такая интервенция – это потеря белорусского народа еще более надолго, чем украинского. Народа, который сегодня дружелюбен к России. По опросам лаборатории Вардомацкого – больше 70% выступают за сегодняшний формат отношений – без границ и таможен, лишь 5-7% - за разрыв связей. \n\n👉 Добавьте к этому еще поток гробов домой, претензии собственного народа, которому не объяснили, что в Минске бандеровцы рвутся к власти, а также – беспрецедентно суровые санкции Запада.\n\n👉 А все ради чего? Ради не ухода Беларуси в ЕС? Сегодняшняя оппозиция за это не выступает. Да это и абсурдно при нынешней зависимости Минска от Москвы. Выход из ЕАЭС с закрытием доступа на российский рынок – это остановка всей экономики в течение месяца. Мы должны России больше 70% своего внешнего долга.\n\n👉 Вторжение не решает и проблему внутренней стабильности. Рабочие не вернутся на заводы, будет обвал банковской системы, придется вливать десятки миллиардов на гуманитарные нужды. А это пять Крымов по населению. Напомним, экономика России еще и сама не оправилась после коронавируса.\n\n👉 Протестующие не выступают с антироссийскими или прозападными лозунгами. Этой повестки нет вообще. Кремль не слепой и видит это. Россия приняла результаты таких же не связанных с внешней повесткой революций в Кыргызстане и Армении. \n\nМосква всегда переориентируется на побеждающую сторону. Особенно понимая, что эта сторона не более враждебна, чем власть, берущая российских граждан в предвыборные заложники. \n\n👉 Почитайте заявление Кремля после утреннего разговора с Лукашенко. Там много про дружбу народов и недругов, но ни слова про поддержку нынешнего белорусского президента. Кремль занял выжидающую позицию.\n\n👉 Для юристов. Устав ОДКБ не предусматривает военной помощи без внешней агрессии (вооруженного нападения, угрожающего безопасности, стабильности, территориальной целостности и суверенитету) на государство-члена. Лукашенко всю кампанию обвинял в этом россиян, а теперь пытается изобразить угрозу с Запада. \n\nНо ее в этой ситуации даже сложно придумать. По слухам, высокопоставленные россияне и европейцы уже созваниваются и посмеиваются с этих рассказов. Гибридное нападение со стороны Telegram-канала NEXTA в уставе ОДКБ не прописано. \n\n","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","italic","P.S. Для того чтобы не допустить такого сценария в будущем, переходной белорусской власти в случае победы не стоит на эйфории трогать советские памятники, менять символику или отменять государственный статус русского языка. Но учитывая, что дел будет море, а по всем доступным опросам, эти меры в Беларуси не поддерживает большинство, не вижу причины думать, что переходная власть свихнется и начнет этим вообще заниматься.","","","","","","","","","","","","","","","","","","",""
"","","","4751","message","2020-08-15T14:46:23","Работаем с Пушкиным!","9712980906","Рубрика: пишут подписчики.","","","","","","","","","","(File not included. Change data exporting settings to download.)","770","280","","","","","","","","",""
"","","","4752","message","2020-08-15T14:48:27","Работаем с Пушкиным!","9712980906","","bold","Что важно знать, если вас «загоняют» завтра на митинг.","","","","","","","TUT.BY новости","","","","","","","","","","","",""
"","","","","","","","","\n\nВ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold"," ","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","законный выходной день никто ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","не имеет права принуждать","","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," работников принимать участие в митингах, то есть от подобных предложений можно отказаться. \n\nЕсли вам грозят увольнением за отказ принять участие, это ","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","нарушение трудового законодательства","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",". О подобных фактах можно сообщать нам в редакцию (","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","mention","@Bobkov_tut","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","), а также пожаловаться в Минтруда. \n\nПравда, по нашей информации, работников этого ведомства тоже пригласили на завтрашнее мероприятие у дома правительства.","","","","","","","","","","","","","","","","","","","","",""
"","","","4753","message","2020-08-15T15:09:59","Работаем с Пушкиным!","9712980906","‼️ Вот то самое обещанное AP видео со смертью демонстранта в Минске.","","","","","","","","","","","640","360","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","13","","","",""
"","","","4754","message","2020-08-15T15:16:33","Работаем с Пушкиным!","9712980906","Полное видео.","","","","","","","","","","","848","464","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","71","4753","","",""
"","","","4755","message","2020-08-15T15:48:03","Работаем с Пушкиным!","9712980906","","link","https://www.youtube.com/watch?v=NtKU9AwdPb4","","","","","","","","","","","","","","","","","","",""
"","","","4756","message","2020-08-15T15:51:28","Работаем с Пушкиным!","9712980906","Дуров через официальный аккаунт сделал опрос в телеграме. Приходит какому, кто сейчас в Беларуси.","","","","","","","","","","(File not included. Change data exporting settings to download.)","591","1280","","","","","","","","",""
"","","","4757","message","2020-08-15T15:52:42","Работаем с Пушкиным!","9712980906","","","","За кого Вы проголосовали на выборах президента Республики Беларусь?","True","2406731","Андрей Дмитриев","12594","False","Telegram Беларусь","","","","","","","","","","","",""
"","","","","","","","","","","","","","","Анна Канопацкая","5803","False","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","Александр Лукашенко","94317","False","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","Светлана Тихановская","1218056","False","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","Сергей Черечень","13349","False","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","Против всех","88647","False","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","Я из Беларуси, но не голосовал","214764","False","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","Я не из Беларуси","759201","False","","","","","","","","","","","","",""
"","","","4758","message","2020-08-15T15:55:43","Работаем с Пушкиным!","9712980906","Кстати, по опросу (что выше) мы скоро узнаем точную цифру, сколько пользователей телеграм в Беларуси.","","","","","","","","","","","","","","","","","","4757","2020-08-15T15:58:11","",""
"","","","4759","message","2020-08-15T16:17:04","Работаем с Пушкиным!","9712980906","А вот как опрос понимает, что вы из Беларуси.","","","","","","","","","","(File not included. Change data exporting settings to download.)","720","1280","","","","","","","","",""
"","","","4760","message","2020-08-16T05:16:18","Работаем с Пушкиным!","9712980906","Центр Минска сейчас.\n\nЛюди, которых привезли на автобусах из других городов, идут на митинг ЗА Лукашенко.","","","","","","","","","","(File not included. Change data exporting settings to download.)","720","405","","","","","","","","",""
