"name","type","id","messages__id","messages__type","messages__date","messages__from","messages__from_id","messages__photo","messages__width","messages__height","messages__text","messages__text__type","messages__text__text","messages__forwarded_from","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__actor","messages__actor_id","messages__action","messages__message_id","messages__text__href","messages__edited","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen","messages__reply_to_message_id","messages__sticker_emoji","messages__via_bot"
"","","","9663","message","2020-08-09T15:45:38","Tribuna.com Беларусь","9954867071","","","","Навіны па Пінску. На плошчы перад выканкамам каля дзвюх тысяч чалавек. Супраць іх было толькі 20 АМАПаўцаў, але ім на дапамогу прыйшлі памежнікі. Пратэстоўцы выклікалі старшыню гарвыканкама. Ён зараз вядзе перамовы з пяцярымі з іх.","","","Euroradio","","","","","","","","","","","","","","","","","","","",""
"","","","9664","message","2020-08-09T15:48:35","Tribuna.com Беларусь","9954867071","","","","","bold","На проспект Машерова приехал начальник минского ОМОНа Дмитрий Балаба, он стоит посреди дороги. ","TUT.BY новости","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","На улице Машерова с двух сторон выстроили автозаки. Возле переходов кучкуются люди.\n\nВ какой-то момент журналисты увидели на дороге сидящего человека, у него на спине надпись «Пресса». Мужчина держался за голову, вокруг стояли силовики. Позже мужчина лег на газон, потом его взяли под руки и увели за автозаки, так как он не мог идти сам.","","","","","","","","","","","","","","","","","","","","","","",""
"","","","9665","service","2020-08-09T15:50:31","","","","","","","","","","","","","","","Tribuna.com Беларусь","9954867071","pin_message","9658","","","","","","","","","","",""
"","","","9666","message","2020-08-09T15:58:02","Tribuna.com Беларусь","9954867071","","1280","720","Люди всё стекаются и стекаются к центру.","","","Беларусь головного мозга","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","69","","","","","","","","","","","","","","",""
"","","","9667","message","2020-08-09T16:01:28","Tribuna.com Беларусь","9954867071","","","","Звездное небо в Молодечно!","","","","","","","","","","","","","","","","","","","","","","",""
"","","","9668","message","2020-08-09T16:01:28","Tribuna.com Беларусь","9954867071","","1920","1080","Молодечно празднует победу над силовиками.","","","Беларусь головного мозга","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","14","","","","","","","","","","","","","","",""
"","","","9669","message","2020-08-09T16:02:55","Tribuna.com Беларусь","9954867071","","1280","720","⚡️Жесть у стелы в Минске","","","NEXTA Live","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","36","","","","","","","","","","","","","","",""
"","","","9670","message","2020-08-09T16:08:03","Tribuna.com Беларусь","9954867071","","1280","720","Жесткие стычки с ОМОНом в центре Минска. Люди толпой пытаются отбиваться от силовиков.","","","TUT.BY новости","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","57","","","","","","","","","","","","","","",""
"","","","9671","message","2020-08-09T16:10:15","Tribuna.com Беларусь","9954867071","","","","","bold","Список круглосуточных аптек Минска:\n\n","NEXTA Live","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","Ул. Кирова 3\nТашкентская 16/1-3н\nМаяковского 15 пом 2Н\nПартизанский 62\nКошевого 10\nБ-р Шевченко 11\nЛагойский тракт 27-9н\nГазеты звезда 28 кор1\nНестерова 51 пом 8\nЯкубовского 32\nПобедителей 75 кор1\nПрушинских 1-115\nКуйбышева 57-77\nНемига 30\nРуссиянова 36 рядом с рублевским\nГлебки 118\nКолоса 43 кор 1\nНезависимости 172\nПартизанский 13\nКуйбышева 44","","","","","","","","","","","","","","","","","","","","","","",""
"","","","9672","message","2020-08-09T16:15:18","Tribuna.com Беларусь","9954867071","","","","","bold","На проспекте Победителей в районе стелы автозак сбил человека, стоявшего на проезжей части","TUT.BY новости","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","",", сообщил ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","link","TUT.BY","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","",""," очевидец.\n\nЧеловек упал — к нему тут же подбежали люди. Их стали забрасывать светошумовыми гранатами. 5-6 человек вынесли пострадавшего — у него серьезные травмы. Приехала скорая. Собралось много людей.\n\nТолпа выкрикивает «Убийцы!».","","","","","","","","","","","","","","","","","","","","","","",""
"","","","9673","message","2020-08-09T16:22:57","Tribuna.com Беларусь","9954867071","","1280","720","В центре Минска человека тянут за руки по земле.","","","TUT.BY новости","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","20","","","","","","","","","","","","","","",""
"","","","9674","message","2020-08-09T16:29:29","Tribuna.com Беларусь","9954867071","","1920","1080","В Минске очень круто!","","","Беларусь головного мозга","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","9","","","","","","","","","","","","","","",""
"","","","9675","message","2020-08-09T16:39:37","Tribuna.com Беларусь","9954867071","(File not included. Change data exporting settings to download.)","373","671","Люди строят баррикады из мусорных баков в центре Минска.","","","Беларусь головного мозга","","","","","","","","","","","","","","","","","","","",""
"","","","9676","message","2020-08-09T16:44:11","Tribuna.com Беларусь","9954867071","(File not included. Change data exporting settings to download.)","1200","800","Центр Минска вечером 9 августа.","","","TUT.BY новости","","","","","","","","","","","","","","","","","","","",""
"","","","9677","message","2020-08-09T16:44:11","Tribuna.com Беларусь","9954867071","(File not included. Change data exporting settings to download.)","1200","800","","","","TUT.BY новости","","","","","","","","","","","","","","","","","","","",""
"","","","9678","message","2020-08-09T16:44:11","Tribuna.com Беларусь","9954867071","(File not included. Change data exporting settings to download.)","1200","800","","","","TUT.BY новости","","","","","","","","","","","","","","","","","","","",""
"","","","9679","message","2020-08-09T16:44:11","Tribuna.com Беларусь","9954867071","(File not included. Change data exporting settings to download.)","1200","800","","","","TUT.BY новости","","","","","","","","","","","","","","","","","","","",""
"","","","9680","message","2020-08-09T16:44:22","Tribuna.com Беларусь","9954867071","","","","Мы вместе!","","","","","","","","","","","","","","","","","","","","","","",""
"","","","9681","message","2020-08-09T16:53:12","Tribuna.com Беларусь","9954867071","","1280","720","А это Брест сегодня вечером.","","","TUT.BY новости","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","42","","","","","","","","","","","","","","",""
"","","","9682","message","2020-08-09T17:13:06","Tribuna.com Беларусь","9954867071","","","","Как сообщали очевидцы, около 23.10 автозак на большой скорости проехал возле стелы и сбил несколько человек, стоявших на проезжей части. ","","","TUT.BY новости","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","Люди рассказали по крайней мере о трех пострадавших.\n\n","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","Официальный представитель ГУВД Мингорисполкома Наталья Ганусевич, ДТП с участием автозака не подтвердила.\n\nВ Минской городской станции скорой медицинской помощи отказались комментировать вызовы на проспекты Победителей и Машерова, а также говорить что-либо о пострадавших.","","","","","","","","","","","","","","","","","","","","","","",""
"","","","9683","message","2020-08-09T17:54:39","Tribuna.com Беларусь","9954867071","","","","","bold","С редакцией TUT.BY связалась Светлана Тихановская. ","TUT.BY новости","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","Она обратилась с призывом к силовикам и своим избирателям.\n\n— Я хочу попросить милицию и войска помнить о том, что они часть народа. И попросить своих избирателей — предотвращайте провокации, не нужно давать повод к применению к вам насилия. Я знаю, что белорусы проснуться завтра уже в новой стране и надеюсь на то, что завтра будут только хорошие новости. ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","Пожалуйста, остановите насилие. Прежде всего, офицеры, я знаю, что вы можете это сделать,","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","",""," — обратилась с призывом Светлана Тихановская.","","","","","","","","","","","","","","","","","","","","","","",""
"","","","9684","message","2020-08-09T17:55:04","Tribuna.com Беларусь","9954867071","","","","Важно⚡️","","","","","","","","","","","","","","","","","","","","","","",""
"","","","9685","message","2020-08-09T18:45:57","Tribuna.com Беларусь","9954867071","","360","640","В Кобрине ОМОН опустил щиты","","","Чай з малинавым варэннем","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","20","","","","","","","","","","","","","","",""
"","","","9686","message","2020-08-09T18:47:09","Tribuna.com Беларусь","9954867071","","","","Кобрин показывает пример, которому должны последовать все. Никакого насилия 🙏","","","","","","","","","","","","","","","","","","","","","","",""
"","","","9687","message","2020-08-09T19:29:21","Tribuna.com Беларусь","9954867071","(File not included. Change data exporting settings to download.)","1200","800","Вместе мы – Беларусь! Берегите себя и своих близких ❤️✊✌️\n\n(Фото: Наша Нiва)","","","","","","","","","","","","","","","","","","","","","","",""
"","","","9688","message","2020-08-10T01:40:13","Tribuna.com Беларусь","9954867071","","","","Доброе утро! К сожалению, мы пока не можем вернуться в привычный режим работы. Постараемся быть на связи с вами в соцсетях.","","","","","","","","","","","","","","","","","","","","","","",""
"","","","9689","message","2020-08-10T07:22:08","Tribuna.com Беларусь","9954867071","(File not included. Change data exporting settings to download.)","1080","1080","🔥Сегодня ","","","ЧестнОК","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","text_link","состоялась жеребьевка","","","","","","","","","","","https://by.tribuna.com/football/1087804300.html?utm_source=youtube&utm_medium=mak","","","","","","","","","",""
"","","","","","","","","","",""," первого раунда Лиги Европы. Наши клубы узнали своих соперников. \n\nНапомним, что в этом сезоне все пары первого отборочного раунда играют в формате одноматчевых поединков и без зрителей. Матчи пройдут 27 августа. Если потребуется, будет проводиться дополнительное время и серия 11-метровых.\n\n🤐 Если картинка не грузит, то там:\nШахтер Солигорск (Беларусь) – Сфынтул Георге (Молдова)\nДинамо Минск (Беларусь) – Пяст (Польша)","","","","","","","","","","","","","","","","","","","","","","",""
"","","","9690","message","2020-08-10T12:55:29","Tribuna.com Беларусь","9954867071","(File not included. Change data exporting settings to download.)","1080","1080","🏆 Сегодня состоялась жеребьевка второго квалификационного раунда Лиги чемпионов.\n\nПо ее результатам победитель пары «Динамо» Брест – «Астана» сыграет с победителем пары:\n«Гап Конназ Куэй» (Уэльс) – «Сараево» (Босния и Герцеговина).\n\nВстречи этой стадии пройдут 25 и 26 августа.","","","","","","","","","","","","","","","","","","","","","","",""
"","","","9691","message","2020-08-10T13:35:34","Tribuna.com Беларусь","9954867071","(File not included. Change data exporting settings to download.)","604","604","😱 В Беларуси снова начались задержания. Самое важное к этому часу: \n\n❗ По итогу вчерашних событий СК возбудил 21 уголовное дело. Задержаны более 80 человек. Большинство их них — молодые люди в возрасте 20-25 лет.\n\n❗ Viber обеспокоен блокировкой сервиса в Беларуси. Пользователи не могут общаться со своими друзьями и родными. Мобильный интернет снова отключили. Доступа к сайту ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","link","by.tribuna.com","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","",""," до сих пор нет.\n\n❗ В Жлобине бастовал завод БМЗ, который является генспонсором ХК «Металлург».\n\n❗ Тихановская подавала жалобу в ЦИК, где с ней провели беседу правоохранители. \n\n❗ В Минске закрыты шесть станций метро. Перекрыты центральные улицы.Очевидцы сообщают, что в районе стелы стоят автозаки, бусы, водометы.\n\n❗ В центре Минска ОМОН задержал несколько десятков человек. Милиция проводила в автозаки не менее 30 человек.\n\nПо мере возможности постараемся быть на связи с вами в соцсетях. \n\nTwitter: ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","link","https://twitter.com/goalsby","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","\nTelegram: ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","link","https://t.me/tribuna_by","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","\nВконтакте: ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","link","https://vk.com/tribunaby","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","\nInstagram: ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","link","https://www.instag","","","","","","","","","","","","","","","","","","","","",""
"","","","9692","message","2020-08-10T13:43:18","Tribuna.com Беларусь","9954867071","(File not included. Change data exporting settings to download.)","1280","852","В Минске на улице Кальварийской протестующие загородили дорогу  \n\nФото: Дарья Бурякина, ","","","TUT.BY новости","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","link","TUT.BY","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","",".","","","","","","","","","","","","","","","","","","","","","","",""
"","","","9693","message","2020-08-10T13:43:19","Tribuna.com Беларусь","9954867071","(File not included. Change data exporting settings to download.)","1280","852","","","","TUT.BY новости","","","","","","","","","","","","","","","","","","","",""
"","","","9694","message","2020-08-10T13:43:19","Tribuna.com Беларусь","9954867071","(File not included. Change data exporting settings to download.)","1280","852","","","","TUT.BY новости","","","","","","","","","","","","","","","","","","","",""
"","","","9695","message","2020-08-10T13:43:19","Tribuna.com Беларусь","9954867071","(File not included. Change data exporting settings to download.)","1280","852","","","","TUT.BY новости","","","","","","","","","","","","","","","","","","","",""
"","","","9696","message","2020-08-10T13:43:19","Tribuna.com Беларусь","9954867071","(File not included. Change data exporting settings to download.)","1280","852","","","","TUT.BY новости","","","","","","","","","","","","","","","","","","","",""
"","","","9697","message","2020-08-10T13:43:32","Tribuna.com Беларусь","9954867071","","","","Минск сейчас 👆","","","","","","","","","","","","","","","","","","","","","","",""
"","","","9698","message","2020-08-10T13:55:20","Tribuna.com Беларусь","9954867071","(File not included. Change data exporting settings to download.)","1280","852","Обстановка на Кальварийской.","","","TUT.BY новости","","","","","","","","","","","","","","","","","","","",""
"","","","9699","message","2020-08-10T13:55:20","Tribuna.com Беларусь","9954867071","(File not included. Change data exporting settings to download.)","1280","852","","","","TUT.BY новости","","","","","","","","","","","","","","","","","","","",""
"","","","9700","message","2020-08-10T13:55:20","Tribuna.com Беларусь","9954867071","(File not included. Change data exporting settings to download.)","1280","852","","","","TUT.BY новости","","","","","","","","","","","","","","","","","","","",""
"","","","9701","message","2020-08-10T14:03:33","Tribuna.com Беларусь","9954867071","(File not included. Change data exporting settings to download.)","1280","852","Люди прячутся от силовиков в ТЦ «Корона». Протестующие берутся в сцепку и кричат «Милиция с народом!».\n\nЛюди в военной форме с автоматами, в амуниции с большими рюкзаками. Их здесь около сотни. Несколько десятков силовиков перекрыли мост на Кальварийской — теперь автомобилисты не могут по нему двигаться\n\nРанен журналист! Наталья Лубневская из «Нашей Нивы» получила ранение в область колена.\n\nСиловики пустили газ.","","","TUT.BY новости","","","","","","","","","","","","","","","","","","","",""
"","","","9702","message","2020-08-10T14:03:33","Tribuna.com Беларусь","9954867071","(File not included. Change data exporting settings to download.)","1280","852","","","","TUT.BY новости","","","","","","","","","","","","","","","","","","","",""
"","","","9703","message","2020-08-10T14:03:33","Tribuna.com Беларусь","9954867071","(File not included. Change data exporting settings to download.)","1280","852","","","","TUT.BY новости","","","","","","","","","","","","","","","","","","","",""
"","","","9704","message","2020-08-10T14:16:33","Tribuna.com Беларусь","9954867071","","","","На Кальварыйскай каля Кароны стралялі менавіта ў журналістаў. Адна куля трапіла ў Наталлю Лубнеўскую з Нашай Нівы, другая чыркнула па журналісце Тутбая, зрэзала бэдж. Варта адзначыць, што журналісты стаялі групай, былі адзетыя ў камізэлькі Прэса і мела бэджы.","","","Наша Нiва","","","","","","","","","","","","","","","","","","","",""
"","","","9705","message","2020-08-10T14:18:24","Tribuna.com Беларусь","9954867071","","480","852","Проспект Дзержинского прямо сейчас: подъехал бусик с ОМОНом, протестующие встали в сцепку, силовики выбежали и начали бить их дубинками. Одного человека задержали.","","","Onliner","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","29","","","","","","","","","","","","","","",""
"","","","9706","message","2020-08-10T15:51:00","Tribuna.com Беларусь","9954867071","(File not included. Change data exporting settings to download.)","1280","853","Пушкинская. Минск.","","","Беларусь головного мозга","","","","","","","","","","","","","","","","","","","",""
"","","","9707","message","2020-08-10T16:18:37","Tribuna.com Беларусь","9954867071","(File not included. Change data exporting settings to download.)","720","480","На Пушкинской в Минске большая заваруха. Последние новости:\n\n❗Штаб Светланы Тихановской не знает, где она. \n\n❗В районе Пушкинской прогремело около 20 взрывов светошумовых гранат, слышны длинные очереди выстрелов. Там собралось несколько тысяч человек. Есть информация об использовании помповых ружей. Теперь в дело пошел и газ.\n\n❗В районе «Риги» на Сурганова люди вышли из машин на проезжую часть. Второе кольцо перекрыто.\n\n❗«Наша Ніва» сообщает о взрывах о Березе, Бобруйске и Мозыре. \n\nПо мере возможности стараемся быть на связи с вами в соцсетях. \n \nTwitter: ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","link","https://twitter.com/goalsby","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","",""," \nTelegram: ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","link","https://t.me/tribuna_by","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","",""," \nВконтакте: ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","link","https://vk.com/tribunaby","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","",""," \nInstagram: ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","link","https://www.instagram.com/tribunaby","","","","","","","","","","","","","","","","","","","","",""
"","","","9708","message","2020-08-10T16:49:05","Tribuna.com Беларусь","9954867071","(File not included. Change data exporting settings to download.)","1280","960","Около ТЦ Рига баррикады. Взрывы не прекращаются. Последние новости:\n\n❗В Минске в 23.10 на вход и выход закрыты еще две станции метро — «Пушкинская» и «Спортивная». Поезда следуют без остановки. \n\n❗«Светлана Тихановская вышла на связь. С ней все хорошо». Об этом сообщил ее штаб.\n\n❗Павел Дуров заявил о включении инструментов, позволяющих оставаться на связи в Telegram, несмотря на проблемы с доступом в Беларуси. \n\n❗Мужчина встал на колени перед альфовцами на метро Пушкинская. Это жест мирного протеста. Тоже самое сегодня делали демонстранты в Молодечно. \n\n❗На «Риге» начался силовой разгон: выстрелы, светошумовые гранаты.\n\nTwitter: ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","link","https://twitter.com/goalsby","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","",""," \nTelegram: ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","link","https://t.me/tribuna_by","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","",""," \nВконтакте: ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","link","https://vk.com/tribunaby","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","",""," \nInstagram: ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","link","https://www.instagram.com/tribunaby","","","","","","","","","","","","","","","","","","","","",""
"","","","9709","message","2020-08-10T17:02:59","Tribuna.com Беларусь","9954867071","(File not included. Change data exporting settings to download.)","1200","800","Вот что происходит воле станции метро ""Пушкинская"" сегодня вечером.\n\nФото: Дмитрий Брушко, ","","","TUT.BY новости","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","link","TUT.BY","","","","","","","","","","","","","","","","","","","","",""
"","","","9710","message","2020-08-10T17:02:59","Tribuna.com Беларусь","9954867071","(File not included. Change data exporting settings to download.)","1200","800","","","","TUT.BY новости","","","","","","","","","","","","","","","","","","","",""
"","","","9711","message","2020-08-10T17:02:59","Tribuna.com Беларусь","9954867071","(File not included. Change data exporting settings to download.)","1200","799","","","","TUT.BY новости","","","","","","","","","","","","","","","","","","","",""
"","","","9712","message","2020-08-10T17:02:59","Tribuna.com Беларусь","9954867071","(File not included. Change data exporting settings to download.)","1200","800","","","","TUT.BY новости","","","","","","","","","","","","","","","","","","","",""
"","","","9713","message","2020-08-10T17:02:59","Tribuna.com Беларусь","9954867071","(File not included. Change data exporting settings to download.)","1200","800","","","","TUT.BY новости","","","","","","","","","","","","","","","","","","","",""
"","","","9714","message","2020-08-10T17:02:59","Tribuna.com Беларусь","9954867071","(File not included. Change data exporting settings to download.)","1200","800","","","","TUT.BY новости","","","","","","","","","","","","","","","","","","","",""
"","","","9715","message","2020-08-11T14:13:51","Tribuna.com Беларусь","9954867071","","","","","bold","Ребят, немного мнений о происходящем из мира спорта","","","","","","","","","","","","2020-08-11T15:13:07","","","","","","","","",""
"","","","","","","","","","","",". ❤  \n\nАБФФ наверняка организует в такой ситуации матчи без зрителей. А надо было во время коронавируса как бы    \n\n Игры брестского «Динамо» и «Слуцка», «Минска» и «Славии» перенесены на неопределенный срок \n\n","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","link","https://by.tribuna.com/football/1087850048.html","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","\n\n– Ваня Баранчик – лучший!  \n\nЧемпион мира Баранчик: «Жыве Беларусь! Белорусы устали молчать!» \n\n","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","link","https://by.tribuna.com/boxing/1087852678.html","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","\n\n– Комментатор и журналист из России возмутился постом Коржа остановить протесты. \n\nВасилий Уткин: «Какая же беспросветная глупая рвань Макс Корж»\n\n","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","link","https://by.tribuna.com/others/1087864819.html","","","","","","","","","","","","","","","","","","","","",""
